stop_id,stop_name,stop_lat,stop_lon,GEOID,NAMELSAD
100077,RIVERDALE AV/W 236 ST,40.886429,-73.907076,36005,Bronx County
100082,W 231 ST/RIVERDALE AV,40.881211,-73.90921,36005,Bronx County
100469,RIVERDALE AV/W 261 ST,40.910225,-73.903269,36005,Bronx County
100470,RIVERDALE AV/W 260 ST,40.908491,-73.903786,36005,Bronx County
100471,RIVERDALE AV/W 259 ST,40.906534,-73.904313,36005,Bronx County
100472,RIVERDALE AV/W 256 ST,40.903917,-73.905204,36005,Bronx County
100473,RIVERDALE AV/W 254 ST,40.901894,-73.906064,36005,Bronx County
100474,HENRY HUDSON PKY W/W 252 ST,40.898969,-73.907896,36005,Bronx County
100475,HENRY HUDSON PKY W/W 249 ST,40.897,-73.908291,36005,Bronx County
100482,KINGSBRIDGE AV/W 230 ST,40.878459,-73.907984,36005,Bronx County
100483,W 230 ST/BROADWAY,40.876768,-73.906803,36005,Bronx County
100607,RIVERDALE AV/W 263 ST,40.912363,-73.902699,36005,Bronx County
102965,W 239 ST/RIVERDALE AV,40.889139,-73.90857700000001,36005,Bronx County
102995,W 231 ST/CORLEAR AV,40.880164,-73.90730400000001,36005,Bronx County
103208,HENRY HUDSON PKY W/W 246 ST,40.893316,-73.908526,36005,Bronx County
100723,W 205 ST/PAUL AV,40.876999,-73.88985500000001,36005,Bronx County
101691,BEDFORD PK BL/GRAND CONCOURSE,40.871659,-73.887532,36005,Bronx County
101692,BEDFORD PK BL/BAINBRIDGE AV,40.869884000000006,-73.885322,36005,Bronx County
101693,BEDFORD PK BL/MARION AV,40.868327,-73.884641,36005,Bronx County
101694,BEDFORD PK BL/WEBSTER AV,40.866887,-73.883398,36005,Bronx County
101695,KAZIMIROFF/BOTANICAL GARDENS E,40.866662,-73.880985,36005,Bronx County
101696,ALLERTON AV/BRONX PK E,40.865322,-73.86993199999999,36005,Bronx County
101697,ALLERTON AV/WHITE PLAINS RD,40.865351000000004,-73.86686999999999,36005,Bronx County
101698,ALLERTON AV/HOLLAND AV,40.865384999999996,-73.86499,36005,Bronx County
101699,ALLERTON AV/BARNES AV,40.865424,-73.863077,36005,Bronx County
101700,ALLERTON AV/BRONXWOOD AV,40.865455,-73.86176800000001,36005,Bronx County
